owner,name,obf
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,LLAMA_DECOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,LLAMA_SPIT
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,MAGMA_CUBE
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,MINECART
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,MOOSHROOM
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,MULE
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,OCELOT
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PANDA
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PARROT
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PHANTOM
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PIG
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PIGLIN
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PIGLIN_BRUTE
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PIGLIN_BRUTE_INNER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PIGLIN_BRUTE_OUTER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PIGLIN_HEAD
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PIGLIN_INNER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PIGLIN_OUTER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PIG_SADDLE
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PILLAGER
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PLAYER
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PLAYER_HEAD
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PLAYER_INNER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PLAYER_OUTER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PLAYER_SLIM
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PLAYER_SLIM_INNER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PLAYER_SLIM_OUTER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PLAYER_SPIN_ATTACK
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,POLAR_BEAR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PUFFERFISH_BIG
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PUFFERFISH_MEDIUM
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,PUFFERFISH_SMALL
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,RABBIT
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,RAVAGER
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SALMON
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SHEEP
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SHEEP_FUR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SHIELD
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SHULKER
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SHULKER_BULLET
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SILVERFISH
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SKELETON
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SKELETON_HORSE
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SKELETON_INNER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SKELETON_OUTER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SKELETON_SKULL
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SLIME
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SLIME_OUTER
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SNIFFER
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SNOW_GOLEM
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SPAWNER_MINECART
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SPIDER
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,SQUID
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,STRAY
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,STRAY_INNER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,STRAY_OUTER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,STRAY_OUTER_LAYER
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,STRIDER
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,STRIDER_SADDLE
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,TADPOLE
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,TNT_MINECART
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,TRADER_LLAMA
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,TRIDENT
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,TROPICAL_FISH_LARGE
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,TROPICAL_FISH_LARGE_PATTERN
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,TROPICAL_FISH_SMALL
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,TROPICAL_FISH_SMALL_PATTERN
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,TURTLE
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,VEX
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,VILLAGER
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,VINDICATOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,WARDEN
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,WANDERING_TRADER
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,WITCH
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,WITHER
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,WITHER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,WITHER_SKELETON
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,WITHER_SKELETON_INNER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,WITHER_SKELETON_OUTER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,WITHER_SKELETON_SKULL
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,WITHER_SKULL
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,WOLF
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,ZOGLIN
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,ZOMBIE
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,ZOMBIE_HEAD
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,ZOMBIE_HORSE
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,ZOMBIE_INNER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,ZOMBIE_OUTER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,ZOMBIE_VILLAGER
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,ZOMBIE_VILLAGER_INNER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,ZOMBIE_VILLAGER_OUTER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,ZOMBIFIED_PIGLIN
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,ZOMBIFIED_PIGLIN_INNER_ARMOR
net.minecraft.client.model.geom.ModelLayers,net.minecraft.client.model.geom.ModelLayerLocation,ZOMBIFIED_PIGLIN_OUTER_ARMOR
net.minecraft.client.model.geom.ModelPart,float,DEFAULT_SCALE
net.minecraft.client.model.geom.ModelPart,float,x
net.minecraft.client.model.geom.ModelPart,float,y
net.minecraft.client.model.geom.ModelPart,float,z
net.minecraft.client.model.geom.ModelPart,float,xRot
net.minecraft.client.model.geom.ModelPart,float,yRot
net.minecraft.client.model.geom.ModelPart,float,zRot
net.minecraft.client.model.geom.ModelPart,float,xScale
net.minecraft.client.model.geom.ModelPart,float,yScale
net.minecraft.client.model.geom.ModelPart,float,zScale
net.minecraft.client.model.geom.ModelPart,boolean,visible
net.minecraft.client.model.geom.ModelPart,boolean,skipDraw
net.minecraft.client.model.geom.ModelPart,java.util.List,cubes
net.minecraft.client.model.geom.ModelPart,java.util.Map,children
net.minecraft.client.model.geom.ModelPart,net.minecraft.client.model.geom.PartPose,initialPose
net.minecraft.client.model.geom.ModelPart$Cube,net.minecraft.client.model.geom.ModelPart$Polygon[],polygons
net.minecraft.client.model.geom.ModelPart$Cube,float,minX
net.minecraft.client.model.geom.ModelPart$Cube,float,minY
net.minecraft.client.model.geom.ModelPart$Cube,float,minZ
net.minecraft.client.model.geom.ModelPart$Cube,float,maxX
net.minecraft.client.model.geom.ModelPart$Cube,float,maxY
net.minecraft.client.model.geom.ModelPart$Cube,float,maxZ
net.minecraft.client.model.geom.ModelPart$Polygon,net.minecraft.client.model.geom.ModelPart$Vertex[],vertices
net.minecraft.client.model.geom.ModelPart$Polygon,org.joml.Vector3f,normal
net.minecraft.client.model.geom.ModelPart$Vertex,org.joml.Vector3f,pos
net.minecraft.client.model.geom.ModelPart$Vertex,float,u
net.minecraft.client.model.geom.ModelPart$Vertex,float,v
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_FIN
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_FIN
net.minecraft.client.model.geom.PartNames,java.lang.String,TOP_FIN
net.minecraft.client.model.geom.PartNames,java.lang.String,BOTTOM_FIN
net.minecraft.client.model.geom.PartNames,java.lang.String,TAIL_FIN
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_BLUE_FIN
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_BLUE_FIN
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_ARM
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_ARM
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_WING
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_WING
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_WING_BASE
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_WING_BASE
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_WING_TIP
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_WING_TIP
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_EAR
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_EAR
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_LEG
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_LEG
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_HIND_LEG
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_HIND_LEG
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_MID_LEG
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_MID_LEG
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_FRONT_LEG
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_FRONT_LEG
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_HIND_FOOT
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_HIND_FOOT
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_FRONT_FOOT
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_FRONT_FOOT
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_HIND_LEG_TIP
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_HIND_LEG_TIP
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_FRONT_LEG_TIP
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_FRONT_LEG_TIP
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_LID
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_LID
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_CHEST
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_CHEST
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_HORN
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_HORN
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_EYE
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_EYE
net.minecraft.client.model.geom.PartNames,java.lang.String,JAW
net.minecraft.client.model.geom.PartNames,java.lang.String,NOSE
net.minecraft.client.model.geom.PartNames,java.lang.String,ARMS
net.minecraft.client.model.geom.PartNames,java.lang.String,TAIL
net.minecraft.client.model.geom.PartNames,java.lang.String,CUBE
net.minecraft.client.model.geom.PartNames,java.lang.String,BEAK
net.minecraft.client.model.geom.PartNames,java.lang.String,BACK_FIN
net.minecraft.client.model.geom.PartNames,java.lang.String,MANE
net.minecraft.client.model.geom.PartNames,java.lang.String,NECK
net.minecraft.client.model.geom.PartNames,java.lang.String,MOUTH
net.minecraft.client.model.geom.PartNames,java.lang.String,HEAD
net.minecraft.client.model.geom.PartNames,java.lang.String,HAT
net.minecraft.client.model.geom.PartNames,java.lang.String,BODY
net.minecraft.client.model.geom.PartNames,java.lang.String,HAT_RIM
net.minecraft.client.model.geom.PartNames,java.lang.String,JACKET
net.minecraft.client.model.geom.PartNames,java.lang.String,TOP_GILLS
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_GILLS
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_GILLS
net.minecraft.client.model.geom.PartNames,java.lang.String,ROOT
net.minecraft.client.model.geom.PartNames,java.lang.String,CROAKING_BODY
net.minecraft.client.model.geom.PartNames,java.lang.String,TONGUE
net.minecraft.client.model.geom.PartNames,java.lang.String,TONGUE_R1
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_HAND
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_HAND
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_FOOT
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_FOOT
net.minecraft.client.model.geom.PartNames,java.lang.String,EYES
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_TENDRIL
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_TENDRIL
net.minecraft.client.model.geom.PartNames,java.lang.String,RIGHT_RIBCAGE
net.minecraft.client.model.geom.PartNames,java.lang.String,LEFT_RIBCAGE
net.minecraft.client.model.geom.PartNames,java.lang.String,BONE
net.minecraft.client.model.geom.PartPose,net.minecraft.client.model.geom.PartPose,ZERO
net.minecraft.client.model.geom.PartPose,float,x
net.minecraft.client.model.geom.PartPose,float,y
net.minecraft.client.model.geom.PartPose,float,z
net.minecraft.client.model.geom.PartPose,float,xRot
net.minecraft.client.model.geom.PartPose,float,yRot
net.minecraft.client.model.geom.PartPose,float,zRot
net.minecraft.client.model.geom.builders.CubeDefinition,java.lang.String,comment
net.minecraft.client.model.geom.builders.CubeDefinition,org.joml.Vector3f,origin
net.minecraft.client.model.geom.builders.CubeDefinition,org.joml.Vector3f,dimensions
net.minecraft.client.model.geom.builders.CubeDefinition,net.minecraft.client.model.geom.builders.CubeDeformation,grow
net.minecraft.client.model.geom.builders.CubeDefinition,boolean,mirror
net.minecraft.client.model.geom.builders.CubeDefinition,net.minecraft.client.model.geom.builders.UVPair,texCoord
net.minecraft.client.model.geom.builders.CubeDefinition,net.minecraft.client.model.geom.builders.UVPair,texScale
net.minecraft.client.model.geom.builders.CubeDefinition,java.util.Set,visibleFaces
net.minecraft.client.model.geom.builders.CubeDeformation,net.minecraft.client.model.geom.builders.CubeDeformation,NONE
net.minecraft.client.model.geom.builders.CubeDeformation,float,growX
net.minecraft.client.model.geom.builders.CubeDeformation,float,growY
net.minecraft.client.model.geom.builders.CubeDeformation,float,growZ
net.minecraft.client.model.geom.builders.CubeListBuilder,java.util.Set,ALL_VISIBLE
net.minecraft.client.model.geom.builders.CubeListBuilder,java.util.List,cubes
net.minecraft.client.model.geom.builders.CubeListBuilder,int,xTexOffs
net.minecraft.client.model.geom.builders.CubeListBuilder,int,yTexOffs
net.minecraft.client.model.geom.builders.CubeListBuilder,boolean,mirror
net.minecraft.client.model.geom.builders.LayerDefinition,net.minecraft.client.model.geom.builders.MeshDefinition,mesh
net.minecraft.client.model.geom.builders.LayerDefinition,net.minecraft.client.model.geom.builders.MaterialDefinition,material
net.minecraft.client.model.geom.builders.MaterialDefinition,int,xTexSize
net.minecraft.client.model.geom.builders.MaterialDefinition,int,yTexSize
net.minecraft.client.model.geom.builders.MeshDefinition,net.minecraft.client.model.geom.builders.PartDefinition,root
net.minecraft.client.model.geom.builders.PartDefinition,java.util.List,cubes
net.minecraft.client.model.geom.builders.PartDefinition,net.minecraft.client.model.geom.PartPose,partPose
net.minecraft.client.model.geom.builders.PartDefinition,java.util.Map,children
net.minecraft.client.model.geom.builders.UVPair,float,u
net.minecraft.client.model.geom.builders.UVPair,float,v
net.minecraft.client.multiplayer.AccountProfileKeyPairManager,org.slf4j.Logger,LOGGER
net.minecraft.client.multiplayer.AccountProfileKeyPairManager,java.time.Duration,MINIMUM_PROFILE_KEY_REFRESH_INTERVAL
net.minecraft.client.multiplayer.AccountProfileKeyPairManager,java.nio.file.Path,PROFILE_KEY_PAIR_DIR
net.minecraft.client.multiplayer.AccountProfileKeyPairManager,com.mojang.authlib.minecraft.UserApiService,userApiService
net.minecraft.client.multiplayer.AccountProfileKeyPairManager,java.nio.file.Path,profileKeyPairPath
net.minecraft.client.multiplayer.AccountProfileKeyPairManager,java.util.concurrent.CompletableFuture,keyPair
net.minecraft.client.multiplayer.AccountProfileKeyPairManager,java.time.Instant,nextProfileKeyRefreshTime
net.minecraft.client.multiplayer.ClientAdvancements,org.slf4j.Logger,LOGGER
net.minecraft.client.multiplayer.ClientAdvancements,net.minecraft.client.Minecraft,minecraft
net.minecraft.client.multiplayer.ClientAdvancements,net.minecraft.client.telemetry.WorldSessionTelemetryManager,telemetryManager
net.minecraft.client.multiplayer.ClientAdvancements,net.minecraft.advancements.AdvancementList,advancements
net.minecraft.client.multiplayer.ClientAdvancements,java.util.Map,progress
net.minecraft.client.multiplayer.ClientAdvancements,net.minecraft.client.multiplayer.ClientAdvancements$Listener,listener
net.minecraft.client.multiplayer.ClientAdvancements,net.minecraft.advancements.Advancement,selectedTab
net.minecraft.client.multiplayer.ClientChunkCache,org.slf4j.Logger,LOGGER
net.minecraft.client.multiplayer.ClientChunkCache,net.minecraft.world.level.chunk.LevelChunk,emptyChunk
net.minecraft.client.multiplayer.ClientChunkCache,net.minecraft.world.level.lighting.LevelLightEngine,lightEngine
net.minecraft.client.multiplayer.ClientChunkCache,net.minecraft.client.multiplayer.ClientChunkCache$Storage,storage
net.minecraft.client.multiplayer.ClientChunkCache,net.minecraft.client.multiplayer.ClientLevel,level
net.minecraft.client.multiplayer.ClientChunkCache$Storage,java.util.concurrent.atomic.AtomicReferenceArray,chunks
net.minecraft.client.multiplayer.ClientChunkCache$Storage,int,chunkRadius
net.minecraft.client.multiplayer.ClientChunkCache$Storage,int,viewRange
net.minecraft.client.multiplayer.ClientChunkCache$Storage,int,viewCenterX
net.minecraft.client.multiplayer.ClientChunkCache$Storage,int,viewCenterZ
net.minecraft.client.multiplayer.ClientChunkCache$Storage,int,chunkCount
net.minecraft.client.multiplayer.ClientChunkCache$Storage,net.minecraft.client.multiplayer.ClientChunkCache,this$0
net.minecraft.client.multiplayer.ClientHandshakePacketListenerImpl,org.slf4j.Logger,LOGGER
net.minecraft.client.multiplayer.ClientHandshakePacketListenerImpl,net.minecraft.client.Minecraft,minecraft
net.minecraft.client.multiplayer.ClientHandshakePacketListenerImpl,net.minecraft.client.multiplayer.ServerData,serverData
net.minecraft.client.multiplayer.ClientHandshakePacketListenerImpl,net.minecraft.client.gui.screens.Screen,parent
net.minecraft.client.multiplayer.ClientHandshakePacketListenerImpl,java.util.function.Consumer,updateStatus
net.minecraft.client.multiplayer.ClientHandshakePacketListenerImpl,net.minecraft.network.Connection,connection
net.minecraft.client.multiplayer.ClientHandshakePacketListenerImpl,com.mojang.authlib.GameProfile,localGameProfile
net.minecraft.client.multiplayer.ClientHandshakePacketListenerImpl,boolean,newWorld
net.minecraft.client.multiplayer.ClientHandshakePacketListenerImpl,java.time.Duration,worldLoadDuration
net.minecraft.client.multiplayer.ClientHandshakePacketListenerImpl,java.lang.String,minigameName
net.minecraft.client.multiplayer.ClientLevel,org.slf4j.Logger,LOGGER
net.minecraft.client.multiplayer.ClientLevel,double,FLUID_PARTICLE_SPAWN_OFFSET
net.minecraft.client.multiplayer.ClientLevel,int,NORMAL_LIGHT_UPDATES_PER_FRAME
net.minecraft.client.multiplayer.ClientLevel,int,LIGHT_UPDATE_QUEUE_SIZE_THRESHOLD
net.minecraft.client.multiplayer.ClientLevel,net.minecraft.world.level.entity.EntityTickList,tickingEntities
net.minecraft.client.multiplayer.ClientLevel,net.minecraft.world.level.entity.TransientEntitySectionManager,entityStorage
net.minecraft.client.multiplayer.ClientLevel,net.minecraft.client.multiplayer.ClientPacketListener,connection
net.minecraft.client.multiplayer.ClientLevel,net.minecraft.client.renderer.LevelRenderer,levelRenderer
net.minecraft.client.multiplayer.ClientLevel,net.minecraft.client.multiplayer.ClientLevel$ClientLevelData,clientLevelData
net.minecraft.client.multiplayer.ClientLevel,net.minecraft.client.renderer.DimensionSpecialEffects,effects
net.minecraft.client.multiplayer.ClientLevel,net.minecraft.client.Minecraft,minecraft
net.minecraft.client.multiplayer.ClientLevel,java.util.List,players
net.minecraft.client.multiplayer.ClientLevel,net.minecraft.world.scores.Scoreboard,scoreboard
net.minecraft.client.multiplayer.ClientLevel,java.util.Map,mapData
net.minecraft.client.multiplayer.ClientLevel,long,CLOUD_COLOR
net.minecraft.client.multiplayer.ClientLevel,int,skyFlashTime
net.minecraft.client.multiplayer.ClientLevel,it.unimi.dsi.fastutil.objects.Object2ObjectArrayMap,tintCaches
net.minecraft.client.multiplayer.ClientLevel,net.minecraft.client.multiplayer.ClientChunkCache,chunkSource
net.minecraft.client.multiplayer.ClientLevel,java.util.Deque,lightUpdateQueue
net.minecraft.client.multiplayer.ClientLevel,int,serverSimulationDistance
net.minecraft.client.multiplayer.ClientLevel,net.minecraft.client.multiplayer.prediction.BlockStatePredictionHandler,blockStatePredictionHandler
net.minecraft.client.multiplayer.ClientLevel,java.util.Set,MARKER_PARTICLE_ITEMS
net.minecraft.client.multiplayer.ClientLevel$1,int[],$SwitchMap$net$minecraft$core$Direction
net.minecraft.client.multiplayer.ClientLevel$ClientLevelData,boolean,hardcore
net.minecraft.client.multiplayer.ClientLevel$ClientLevelData,net.minecraft.world.level.GameRules,gameRules
net.minecraft.client.multiplayer.ClientLevel$ClientLevelData,boolean,isFlat
net.minecraft.client.multiplayer.ClientLevel$ClientLevelData,int,xSpawn
net.minecraft.client.multiplayer.ClientLevel$ClientLevelData,int,ySpawn
net.minecraft.client.multiplayer.ClientLevel$ClientLevelData,int,zSpawn
net.minecraft.client.multiplayer.ClientLevel$ClientLevelData,float,spawnAngle
net.minecraft.client.multiplayer.ClientLevel$ClientLevelData,long,gameTime
net.minecraft.client.multiplayer.ClientLevel$ClientLevelData,long,dayTime
net.minecraft.client.multiplayer.ClientLevel$ClientLevelData,boolean,raining
net.minecraft.client.multiplayer.ClientLevel$ClientLevelData,net.minecraft.world.Difficulty,difficulty
net.minecraft.client.multiplayer.ClientLevel$ClientLevelData,boolean,difficultyLocked
net.minecraft.client.multiplayer.ClientLevel$EntityCallbacks,net.minecraft.client.multiplayer.ClientLevel,this$0
net.minecraft.client.multiplayer.ClientPacketListener,org.slf4j.Logger,LOGGER
net.minecraft.client.multiplayer.ClientPacketListener,net.minecraft.network.chat.Component,GENERIC_DISCONNECT_MESSAGE
net.minecraft.client.multiplayer.ClientPacketListener,net.minecraft.network.chat.Component,UNSECURE_SERVER_TOAST_TITLE
net.minecraft.client.multiplayer.ClientPacketListener,net.minecraft.network.chat.Component,UNSERURE_SERVER_TOAST
net.minecraft.client.multiplayer.ClientPacketListener,net.minecraft.network.chat.Component,INVALID_PACKET
net.minecraft.client.multiplayer.ClientPacketListener,net.minecraft.network.chat.Component,CHAT_VALIDATION_FAILED_ERROR
net.minecraft.client.multiplayer.ClientPacketListener,int,PENDING_OFFSET_THRESHOLD
net.minecraft.client.multiplayer.ClientPacketListener,net.minecraft.network.Connection,connection
net.minecraft.client.multiplayer.ClientPacketListener,java.util.List,deferredPackets
net.minecraft.client.multiplayer.ClientPacketListener,net.minecraft.client.multiplayer.ServerData,serverData
net.minecraft.client.multiplayer.ClientPacketListener,com.mojang.authlib.GameProfile,localGameProfile
