name,obf
net.minecraft.client.resources.DefaultPlayerSkin$ModelType,fvm$a
net.minecraft.client.resources.DefaultPlayerSkin$SkinType,fvm$b
net.minecraft.client.resources.DownloadedPackSource,fvn
net.minecraft.client.resources.FoliageColorReloadListener,fvo
net.minecraft.client.resources.GrassColorReloadListener,fvp
net.minecraft.client.resources.IndexedAssetSource,fvq
net.minecraft.client.resources.LegacyStuffWrapper,fvr
net.minecraft.client.resources.MobEffectTextureManager,fvs
net.minecraft.client.resources.PaintingTextureManager,fvt
net.minecraft.client.resources.SkinManager,fvu
net.minecraft.client.resources.SkinManager$1,fvu$1
net.minecraft.client.resources.SkinManager$2,fvu$2
net.minecraft.client.resources.SkinManager$SkinTextureCallback,fvu$a
net.minecraft.client.resources.SplashManager,fvv
net.minecraft.client.resources.TextureAtlasHolder,fvw
net.minecraft.client.resources.language.ClientLanguage,fvx
net.minecraft.client.resources.language.FormattedBidiReorder,fvy
net.minecraft.client.resources.language.I18n,fvz
net.minecraft.client.resources.language.LanguageInfo,fwa
net.minecraft.client.resources.language.LanguageManager,fwb
net.minecraft.client.resources.language.package-info,fwc
net.minecraft.client.resources.metadata.animation.AnimationFrame,fwd
net.minecraft.client.resources.metadata.animation.AnimationMetadataSection,fwe
net.minecraft.client.resources.metadata.animation.AnimationMetadataSection$1,fwe$1
net.minecraft.client.resources.metadata.animation.AnimationMetadataSection$FrameOutput,fwe$a
net.minecraft.client.resources.metadata.animation.AnimationMetadataSectionSerializer,fwf
net.minecraft.client.resources.metadata.animation.FrameSize,fwg
net.minecraft.client.resources.metadata.animation.VillagerMetaDataSection,fwh
net.minecraft.client.resources.metadata.animation.VillagerMetaDataSection$Hat,fwh$a
net.minecraft.client.resources.metadata.animation.VillagerMetadataSectionSerializer,fwi
net.minecraft.client.resources.metadata.animation.package-info,fwj
net.minecraft.client.resources.metadata.language.LanguageMetadataSection,fwk
net.minecraft.client.resources.metadata.language.package-info,fwl
net.minecraft.client.resources.metadata.package-info,fwm
net.minecraft.client.resources.metadata.texture.TextureMetadataSection,fwn
net.minecraft.client.resources.metadata.texture.TextureMetadataSectionSerializer,fwo
net.minecraft.client.resources.metadata.texture.package-info,fwp
net.minecraft.client.resources.model.AtlasSet,fwq
net.minecraft.client.resources.model.AtlasSet$AtlasEntry,fwq$a
net.minecraft.client.resources.model.AtlasSet$StitchResult,fwq$b
net.minecraft.client.resources.model.BakedModel,fwr
net.minecraft.client.resources.model.BlockModelRotation,fws
net.minecraft.client.resources.model.BuiltInModel,fwt
net.minecraft.client.resources.model.Material,fwu
net.minecraft.client.resources.model.ModelBaker,fwv
net.minecraft.client.resources.model.ModelBakery,fww
net.minecraft.client.resources.model.ModelBakery$BakedCacheKey,fww$a
net.minecraft.client.resources.model.ModelBakery$BlockStateDefinitionException,fww$b
net.minecraft.client.resources.model.ModelBakery$LoadedJson,fww$c
net.minecraft.client.resources.model.ModelBakery$ModelBakerImpl,fww$d
net.minecraft.client.resources.model.ModelBakery$ModelGroupKey,fww$e
net.minecraft.client.resources.model.ModelManager,fwx
net.minecraft.client.resources.model.ModelManager$ReloadState,fwx$a
net.minecraft.client.resources.model.ModelResourceLocation,fwy
net.minecraft.client.resources.model.ModelState,fwz
net.minecraft.client.resources.model.MultiPartBakedModel,fxa
net.minecraft.client.resources.model.MultiPartBakedModel$Builder,fxa$a
net.minecraft.client.resources.model.SimpleBakedModel,fxb
net.minecraft.client.resources.model.SimpleBakedModel$Builder,fxb$a
net.minecraft.client.resources.model.UnbakedModel,fxc
net.minecraft.client.resources.model.WeightedBakedModel,fxd
net.minecraft.client.resources.model.WeightedBakedModel$Builder,fxd$a
net.minecraft.client.resources.model.package-info,fxe
net.minecraft.client.resources.package-info,fxf
net.minecraft.client.resources.sounds.AbstractSoundInstance,fxg
net.minecraft.client.resources.sounds.AbstractTickableSoundInstance,fxh
net.minecraft.client.resources.sounds.AmbientSoundHandler,fxi
net.minecraft.client.resources.sounds.BeeAggressiveSoundInstance,fxj
net.minecraft.client.resources.sounds.BeeFlyingSoundInstance,fxk
net.minecraft.client.resources.sounds.BeeSoundInstance,fxl
net.minecraft.client.resources.sounds.BiomeAmbientSoundsHandler,fxm
net.minecraft.client.resources.sounds.BiomeAmbientSoundsHandler$LoopSoundInstance,fxm$a
net.minecraft.client.resources.sounds.BubbleColumnAmbientSoundHandler,fxn
net.minecraft.client.resources.sounds.ElytraOnPlayerSoundInstance,fxo
net.minecraft.client.resources.sounds.EntityBoundSoundInstance,fxp
net.minecraft.client.resources.sounds.GuardianAttackSoundInstance,fxq
net.minecraft.client.resources.sounds.MinecartSoundInstance,fxr
net.minecraft.client.resources.sounds.RidingMinecartSoundInstance,fxs
net.minecraft.client.resources.sounds.SimpleSoundInstance,fxt
net.minecraft.client.resources.sounds.SnifferSoundInstance,fxu
net.minecraft.client.resources.sounds.Sound,fxv
net.minecraft.client.resources.sounds.Sound$Type,fxv$a
net.minecraft.client.resources.sounds.SoundEventRegistration,fxw
net.minecraft.client.resources.sounds.SoundEventRegistrationSerializer,fxx
net.minecraft.client.resources.sounds.SoundInstance,fxy
net.minecraft.client.resources.sounds.SoundInstance$Attenuation,fxy$a
net.minecraft.client.resources.sounds.TickableSoundInstance,fxz
net.minecraft.client.resources.sounds.UnderwaterAmbientSoundHandler,fya
net.minecraft.client.resources.sounds.UnderwaterAmbientSoundInstances,fyb
net.minecraft.client.resources.sounds.UnderwaterAmbientSoundInstances$SubSound,fyb$a
net.minecraft.client.resources.sounds.UnderwaterAmbientSoundInstances$UnderwaterAmbientSoundInstance,fyb$b
net.minecraft.client.resources.sounds.package-info,fyc
net.minecraft.client.searchtree.FullTextSearchTree,fyd
net.minecraft.client.searchtree.IdSearchTree,fye
net.minecraft.client.searchtree.IntersectionIterator,fyf
net.minecraft.client.searchtree.MergingUniqueIterator,fyg
net.minecraft.client.searchtree.PlainTextSearchTree,fyh
net.minecraft.client.searchtree.RefreshableSearchTree,fyi
net.minecraft.client.searchtree.ResourceLocationSearchTree,fyj
net.minecraft.client.searchtree.ResourceLocationSearchTree$1,fyj$1
net.minecraft.client.searchtree.ResourceLocationSearchTree$2,fyj$2
net.minecraft.client.searchtree.SearchRegistry,fyk
net.minecraft.client.searchtree.SearchRegistry$Key,fyk$a
net.minecraft.client.searchtree.SearchRegistry$TreeBuilderSupplier,fyk$b
net.minecraft.client.searchtree.SearchRegistry$TreeEntry,fyk$c
net.minecraft.client.searchtree.SearchTree,fyl
net.minecraft.client.searchtree.SuffixArray,fym
net.minecraft.client.searchtree.package-info,fyn
net.minecraft.client.server.IntegratedPlayerList,fyo
net.minecraft.client.server.IntegratedServer,fyp
net.minecraft.client.server.LanServer,fyq
net.minecraft.client.server.LanServerDetection,fyr
net.minecraft.client.server.LanServerDetection$LanServerDetector,fyr$a
net.minecraft.client.server.LanServerDetection$LanServerList,fyr$b
net.minecraft.client.server.LanServerPinger,fys
net.minecraft.client.server.package-info,fyt
net.minecraft.client.sounds.AudioStream,fyu
net.minecraft.client.sounds.ChannelAccess,fyv
net.minecraft.client.sounds.ChannelAccess$ChannelHandle,fyv$a
net.minecraft.client.sounds.LoopingAudioStream,fyw
net.minecraft.client.sounds.LoopingAudioStream$AudioStreamProvider,fyw$a
net.minecraft.client.sounds.LoopingAudioStream$NoCloseBuffer,fyw$b
net.minecraft.client.sounds.MusicManager,fyx
net.minecraft.client.sounds.SoundBufferLibrary,fyy
net.minecraft.client.sounds.SoundEngine,fyz
net.minecraft.client.sounds.SoundEngine$DeviceCheckState,fyz$a
net.minecraft.client.sounds.SoundEngineExecutor,fza
net.minecraft.client.sounds.SoundEventListener,fzb
net.minecraft.client.sounds.SoundManager,fzc
net.minecraft.client.sounds.SoundManager$1,fzc$1
net.minecraft.client.sounds.SoundManager$2,fzc$2
net.minecraft.client.sounds.SoundManager$Preparations,fzc$a
net.minecraft.client.sounds.SoundManager$Preparations$1,fzc$a$1
net.minecraft.client.sounds.WeighedSoundEvents,fzd
net.minecraft.client.sounds.Weighted,fze
net.minecraft.client.sounds.package-info,fzf
net.minecraft.client.telemetry.ClientTelemetryManager,fzg
net.minecraft.client.telemetry.TelemetryEventInstance,fzh
net.minecraft.client.telemetry.TelemetryEventLog,fzi
net.minecraft.client.telemetry.TelemetryEventLogger,fzj
net.minecraft.client.telemetry.TelemetryEventSender,fzk
net.minecraft.client.telemetry.TelemetryEventType,fzl
net.minecraft.client.telemetry.TelemetryEventType$Builder,fzl$a
net.minecraft.client.telemetry.TelemetryLogManager,fzm
net.minecraft.client.telemetry.TelemetryProperty,fzn
net.minecraft.client.telemetry.TelemetryProperty$Exporter,fzn$a
net.minecraft.client.telemetry.TelemetryProperty$GameMode,fzn$b
net.minecraft.client.telemetry.TelemetryProperty$ServerType,fzn$c
net.minecraft.client.telemetry.TelemetryPropertyMap,fzo
net.minecraft.client.telemetry.TelemetryPropertyMap$1,fzo$1
net.minecraft.client.telemetry.TelemetryPropertyMap$Builder,fzo$a
net.minecraft.client.telemetry.WorldSessionTelemetryManager,fzp
net.minecraft.client.telemetry.events.AggregatedTelemetryEvent,fzq
net.minecraft.client.telemetry.events.GameLoadTimesEvent,fzr
net.minecraft.client.telemetry.events.GameLoadTimesEvent$Measurement,fzr$a
net.minecraft.client.telemetry.events.PerformanceMetricsEvent,fzs
net.minecraft.client.telemetry.events.WorldLoadEvent,fzt
net.minecraft.client.telemetry.events.WorldLoadEvent$1,fzt$1
net.minecraft.client.telemetry.events.WorldLoadTimesEvent,fzu
net.minecraft.client.telemetry.events.WorldUnloadEvent,fzv
net.minecraft.client.telemetry.events.package-info,fzw
net.minecraft.client.telemetry.package-info,fzx
net.minecraft.client.tutorial.BundleTutorial,fzy
net.minecraft.client.tutorial.CompletedTutorialStepInstance,fzz
net.minecraft.client.tutorial.CraftPlanksTutorialStep,gaa
net.minecraft.client.tutorial.FindTreeTutorialStepInstance,gab
net.minecraft.client.tutorial.MovementTutorialStepInstance,gac
net.minecraft.client.tutorial.OpenInventoryTutorialStep,gad
net.minecraft.client.tutorial.PunchTreeTutorialStepInstance,gae
net.minecraft.client.tutorial.Tutorial,gaf
net.minecraft.client.tutorial.Tutorial$TimedToast,gaf$a
net.minecraft.client.tutorial.TutorialStepInstance,gag
net.minecraft.client.tutorial.TutorialSteps,gah
net.minecraft.client.tutorial.package-info,gai
net.minecraft.commands.BrigadierExceptions,dl
net.minecraft.commands.CommandBuildContext,dm
net.minecraft.commands.CommandBuildContext$1,dm$1
net.minecraft.commands.CommandBuildContext$2,dm$2
net.minecraft.commands.CommandBuildContext$2$1,dm$2$1
net.minecraft.commands.CommandBuildContext$3,dm$3
net.minecraft.commands.CommandBuildContext$Configurable,dm$a
net.minecraft.commands.CommandBuildContext$MissingTagAccessPolicy,dm$b
net.minecraft.commands.CommandFunction,dn
net.minecraft.commands.CommandFunction$CacheableFunction,dn$a
net.minecraft.commands.CommandFunction$CommandEntry,dn$b
net.minecraft.commands.CommandFunction$Entry,dn$c
net.minecraft.commands.CommandFunction$FunctionEntry,dn$d
net.minecraft.commands.CommandRuntimeException,dp
net.minecraft.commands.CommandSigningContext,dq
net.minecraft.commands.CommandSigningContext$1,dq$1
net.minecraft.commands.CommandSigningContext$SignedArguments,dq$a
net.minecraft.commands.CommandSource,dr
net.minecraft.commands.CommandSource$1,dr$1
net.minecraft.commands.CommandSourceStack,ds
net.minecraft.commands.Commands,dt
net.minecraft.commands.Commands$1,dt$1
net.minecraft.commands.Commands$1$1,dt$1$1
net.minecraft.commands.Commands$CommandSelection,dt$a
net.minecraft.commands.Commands$ParseFunction,dt$b
net.minecraft.commands.SharedSuggestionProvider,du
net.minecraft.commands.SharedSuggestionProvider$ElementSuggestionType,du$a
net.minecraft.commands.SharedSuggestionProvider$TextCoordinates,du$b
net.minecraft.commands.arguments.AngleArgument,dv
net.minecraft.commands.arguments.AngleArgument$SingleAngle,dv$a
net.minecraft.commands.arguments.ArgumentSignatures,dw
net.minecraft.commands.arguments.ArgumentSignatures$Entry,dw$a
net.minecraft.commands.arguments.ArgumentSignatures$Signer,dw$b
net.minecraft.commands.arguments.ColorArgument,dx
net.minecraft.commands.arguments.ComponentArgument,dy
net.minecraft.commands.arguments.CompoundTagArgument,dz
net.minecraft.commands.arguments.DimensionArgument,ea
net.minecraft.commands.arguments.EntityAnchorArgument,eb
net.minecraft.commands.arguments.EntityAnchorArgument$Anchor,eb$a
net.minecraft.commands.arguments.EntityArgument,ec
net.minecraft.commands.arguments.EntityArgument$Info,ec$a
net.minecraft.commands.arguments.EntityArgument$Info$Template,ec$a$a
net.minecraft.commands.arguments.GameModeArgument,ed
net.minecraft.commands.arguments.GameProfileArgument,ee
net.minecraft.commands.arguments.GameProfileArgument$Result,ee$a
net.minecraft.commands.arguments.GameProfileArgument$SelectorResult,ee$b
net.minecraft.commands.arguments.HeightmapTypeArgument,ef
net.minecraft.commands.arguments.MessageArgument,eg
net.minecraft.commands.arguments.MessageArgument$Message,eg$a
net.minecraft.commands.arguments.MessageArgument$Part,eg$b
net.minecraft.commands.arguments.NbtPathArgument,eh
net.minecraft.commands.arguments.NbtPathArgument$AllElementsNode,eh$a
net.minecraft.commands.arguments.NbtPathArgument$CompoundChildNode,eh$b
net.minecraft.commands.arguments.NbtPathArgument$IndexedElementNode,eh$c
net.minecraft.commands.arguments.NbtPathArgument$MatchElementNode,eh$d
net.minecraft.commands.arguments.NbtPathArgument$MatchObjectNode,eh$e
net.minecraft.commands.arguments.NbtPathArgument$MatchRootObjectNode,eh$f
net.minecraft.commands.arguments.NbtPathArgument$NbtPath,eh$g
net.minecraft.commands.arguments.NbtPathArgument$Node,eh$h
net.minecraft.commands.arguments.NbtTagArgument,ei
net.minecraft.commands.arguments.ObjectiveArgument,ej
net.minecraft.commands.arguments.ObjectiveCriteriaArgument,ek
net.minecraft.commands.arguments.OperationArgument,el
net.minecraft.commands.arguments.OperationArgument$Operation,el$a
net.minecraft.commands.arguments.OperationArgument$SimpleOperation,el$b
net.minecraft.commands.arguments.ParticleArgument,em
net.minecraft.commands.arguments.RangeArgument,en
net.minecraft.commands.arguments.RangeArgument$Floats,en$a
net.minecraft.commands.arguments.RangeArgument$Ints,en$b
net.minecraft.commands.arguments.ResourceArgument,eo
net.minecraft.commands.arguments.ResourceArgument$Info,eo$a
net.minecraft.commands.arguments.ResourceArgument$Info$Template,eo$a$a
net.minecraft.commands.arguments.ResourceKeyArgument,ep
net.minecraft.commands.arguments.ResourceKeyArgument$Info,ep$a
net.minecraft.commands.arguments.ResourceKeyArgument$Info$Template,ep$a$a
net.minecraft.commands.arguments.ResourceLocationArgument,eq
net.minecraft.commands.arguments.ResourceOrTagArgument,er
net.minecraft.commands.arguments.ResourceOrTagArgument$Info,er$a
net.minecraft.commands.arguments.ResourceOrTagArgument$Info$Template,er$a$a
net.minecraft.commands.arguments.ResourceOrTagArgument$ResourceResult,er$b
net.minecraft.commands.arguments.ResourceOrTagArgument$Result,er$c
net.minecraft.commands.arguments.ResourceOrTagArgument$TagResult,er$d
net.minecraft.commands.arguments.ResourceOrTagKeyArgument,es
net.minecraft.commands.arguments.ResourceOrTagKeyArgument$Info,es$a
net.minecraft.commands.arguments.ResourceOrTagKeyArgument$Info$Template,es$a$a
net.minecraft.commands.arguments.ResourceOrTagKeyArgument$ResourceResult,es$b
net.minecraft.commands.arguments.ResourceOrTagKeyArgument$Result,es$c
net.minecraft.commands.arguments.ResourceOrTagKeyArgument$TagResult,es$d
net.minecraft.commands.arguments.ScoreHolderArgument,et
net.minecraft.commands.arguments.ScoreHolderArgument$Info,et$a
net.minecraft.commands.arguments.ScoreHolderArgument$Info$Template,et$a$a
net.minecraft.commands.arguments.ScoreHolderArgument$Result,et$b
net.minecraft.commands.arguments.ScoreHolderArgument$SelectorResult,et$c
net.minecraft.commands.arguments.ScoreboardSlotArgument,eu
net.minecraft.commands.arguments.SignedArgument,ev
net.minecraft.commands.arguments.SlotArgument,ew
net.minecraft.commands.arguments.StringRepresentableArgument,ex
net.minecraft.commands.arguments.TeamArgument,ey
net.minecraft.commands.arguments.TemplateMirrorArgument,ez
net.minecraft.commands.arguments.TemplateRotationArgument,fa
net.minecraft.commands.arguments.TimeArgument,fb
net.minecraft.commands.arguments.TimeArgument$Info,fb$a
net.minecraft.commands.arguments.TimeArgument$Info$Template,fb$a$a
net.minecraft.commands.arguments.UuidArgument,fc
net.minecraft.commands.arguments.blocks.BlockInput,fd
net.minecraft.commands.arguments.blocks.BlockPredicateArgument,fe
net.minecraft.commands.arguments.blocks.BlockPredicateArgument$BlockPredicate,fe$a
net.minecraft.commands.arguments.blocks.BlockPredicateArgument$Result,fe$b
net.minecraft.commands.arguments.blocks.BlockPredicateArgument$TagPredicate,fe$c
net.minecraft.commands.arguments.blocks.BlockStateArgument,ff
net.minecraft.commands.arguments.blocks.BlockStateParser,fg
net.minecraft.commands.arguments.blocks.BlockStateParser$BlockResult,fg$a
net.minecraft.commands.arguments.blocks.BlockStateParser$TagResult,fg$b
net.minecraft.commands.arguments.blocks.package-info,fh
net.minecraft.commands.arguments.coordinates.BlockPosArgument,fi
net.minecraft.commands.arguments.coordinates.ColumnPosArgument,fj
net.minecraft.commands.arguments.coordinates.Coordinates,fk
net.minecraft.commands.arguments.coordinates.LocalCoordinates,fl
net.minecraft.commands.arguments.coordinates.RotationArgument,fm
net.minecraft.commands.arguments.coordinates.SwizzleArgument,fn
net.minecraft.commands.arguments.coordinates.Vec2Argument,fo
net.minecraft.commands.arguments.coordinates.Vec3Argument,fp
net.minecraft.commands.arguments.coordinates.WorldCoordinate,fq
net.minecraft.commands.arguments.coordinates.WorldCoordinates,fr
net.minecraft.commands.arguments.coordinates.package-info,fs
net.minecraft.commands.arguments.item.FunctionArgument,ft
net.minecraft.commands.arguments.item.FunctionArgument$1,ft$1
net.minecraft.commands.arguments.item.FunctionArgument$2,ft$2
net.minecraft.commands.arguments.item.FunctionArgument$Result,ft$a
net.minecraft.commands.arguments.item.ItemArgument,fu
net.minecraft.commands.arguments.item.ItemInput,fv
net.minecraft.commands.arguments.item.ItemParser,fw
net.minecraft.commands.arguments.item.ItemParser$ItemResult,fw$a
net.minecraft.commands.arguments.item.ItemParser$TagResult,fw$b
net.minecraft.commands.arguments.item.ItemPredicateArgument,fx
net.minecraft.commands.arguments.item.ItemPredicateArgument$Result,fx$a
net.minecraft.commands.arguments.item.package-info,fy
net.minecraft.commands.arguments.package-info,fz
net.minecraft.commands.arguments.selector.EntitySelector,ga
net.minecraft.commands.arguments.selector.EntitySelector$1,ga$1
net.minecraft.commands.arguments.selector.EntitySelectorParser,gb
net.minecraft.commands.arguments.selector.options.EntitySelectorOptions,gc
net.minecraft.commands.arguments.selector.options.EntitySelectorOptions$Modifier,gc$a
net.minecraft.commands.arguments.selector.options.EntitySelectorOptions$Option,gc$b
net.minecraft.commands.arguments.selector.options.package-info,gd
net.minecraft.commands.arguments.selector.package-info,ge
net.minecraft.commands.package-info,gf
net.minecraft.commands.synchronization.ArgumentTypeInfo,gg
net.minecraft.commands.synchronization.ArgumentTypeInfo$Template,gg$a
net.minecraft.commands.synchronization.ArgumentTypeInfos,gh
net.minecraft.commands.synchronization.ArgumentUtils,gi
net.minecraft.commands.synchronization.SingletonArgumentInfo,gj
net.minecraft.commands.synchronization.SingletonArgumentInfo$Template,gj$a
net.minecraft.commands.synchronization.SuggestionProviders,gk
net.minecraft.commands.synchronization.SuggestionProviders$Wrapper,gk$a
net.minecraft.commands.synchronization.brigadier.DoubleArgumentInfo,gl
net.minecraft.commands.synchronization.brigadier.DoubleArgumentInfo$Template,gl$a
net.minecraft.commands.synchronization.brigadier.FloatArgumentInfo,gm
net.minecraft.commands.synchronization.brigadier.FloatArgumentInfo$Template,gm$a
net.minecraft.commands.synchronization.brigadier.IntegerArgumentInfo,gn
net.minecraft.commands.synchronization.brigadier.IntegerArgumentInfo$Template,gn$a
net.minecraft.commands.synchronization.brigadier.LongArgumentInfo,go
net.minecraft.commands.synchronization.brigadier.LongArgumentInfo$Template,go$a
net.minecraft.commands.synchronization.brigadier.StringArgumentSerializer,gp
net.minecraft.commands.synchronization.brigadier.StringArgumentSerializer$1,gp$1
net.minecraft.commands.synchronization.brigadier.StringArgumentSerializer$Template,gp$a
net.minecraft.commands.synchronization.brigadier.package-info,gq
net.minecraft.commands.synchronization.package-info,gr
net.minecraft.core.AxisCycle,gs
net.minecraft.core.AxisCycle$1,gs$1
net.minecraft.core.AxisCycle$2,gs$2
net.minecraft.core.AxisCycle$3,gs$3
net.minecraft.core.BlockMath,gt
net.minecraft.core.BlockPos,gu
net.minecraft.core.BlockPos$1,gu$1
net.minecraft.core.BlockPos$2,gu$2
net.minecraft.core.BlockPos$3,gu$3
net.minecraft.core.BlockPos$4,gu$4
net.minecraft.core.BlockPos$5,gu$5
net.minecraft.core.BlockPos$MutableBlockPos,gu$a
net.minecraft.core.BlockSource,gv
net.minecraft.core.BlockSourceImpl,gw
net.minecraft.core.Cursor3D,gx
net.minecraft.core.DefaultedMappedRegistry,gy
net.minecraft.core.DefaultedRegistry,gz
net.minecraft.core.Direction,ha
net.minecraft.core.Direction$1,ha$1
net.minecraft.core.Direction$Axis,ha$a
net.minecraft.core.Direction$Axis$1,ha$a$1
net.minecraft.core.Direction$Axis$2,ha$a$2
net.minecraft.core.Direction$Axis$3,ha$a$3
net.minecraft.core.Direction$AxisDirection,ha$b
net.minecraft.core.Direction$Plane,ha$c
net.minecraft.core.Direction8,hb
net.minecraft.core.FrontAndTop,hc
net.minecraft.core.GlobalPos,hd
net.minecraft.core.Holder,he
net.minecraft.core.Holder$Direct,he$a
net.minecraft.core.Holder$Kind,he$b
net.minecraft.core.Holder$Reference,he$c
net.minecraft.core.Holder$Reference$Type,he$c$a
net.minecraft.core.HolderGetter,hf
net.minecraft.core.HolderGetter$Provider,hf$a
net.minecraft.core.HolderLookup,hg
net.minecraft.core.HolderLookup$1,hg$1
net.minecraft.core.HolderLookup$Delegate,hg$a
net.minecraft.core.HolderLookup$Provider,hg$b
net.minecraft.core.HolderLookup$Provider$1,hg$b$1
net.minecraft.core.HolderLookup$Provider$2,hg$b$2
net.minecraft.core.HolderLookup$RegistryLookup,hg$c
net.minecraft.core.HolderLookup$RegistryLookup$Delegate,hg$c$a
net.minecraft.core.HolderOwner,hh
net.minecraft.core.HolderSet,hi
net.minecraft.core.HolderSet$Direct,hi$a
net.minecraft.core.HolderSet$ListBacked,hi$b
net.minecraft.core.HolderSet$Named,hi$c
net.minecraft.core.IdMap,hj
net.minecraft.core.IdMapper,hk
net.minecraft.core.LayeredRegistryAccess,hl
net.minecraft.core.MappedRegistry,hm
net.minecraft.core.MappedRegistry$1,hm$1
net.minecraft.core.MappedRegistry$2,hm$2
net.minecraft.core.NonNullList,hn
net.minecraft.core.Position,ho
net.minecraft.core.PositionImpl,hp
net.minecraft.core.QuartPos,hq
net.minecraft.core.Registry,hr
net.minecraft.core.Registry$1,hr$1
net.minecraft.core.Registry$2,hr$2
net.minecraft.core.RegistryAccess,hs
net.minecraft.core.RegistryAccess$1,hs$1
net.minecraft.core.RegistryAccess$1FrozenAccess,hs$a
net.minecraft.core.RegistryAccess$Frozen,hs$b
net.minecraft.core.RegistryAccess$ImmutableRegistryAccess,hs$c
net.minecraft.core.RegistryAccess$RegistryEntry,hs$d
net.minecraft.core.RegistryCodecs,ht
net.minecraft.core.RegistryCodecs$RegistryEntry,ht$a
net.minecraft.core.RegistrySetBuilder,hu
net.minecraft.core.RegistrySetBuilder$1,hu$1
net.minecraft.core.RegistrySetBuilder$BuildState,hu$a
net.minecraft.core.RegistrySetBuilder$BuildState$1,hu$a$1
net.minecraft.core.RegistrySetBuilder$CompositeOwner,hu$b
net.minecraft.core.RegistrySetBuilder$EmptyTagLookup,hu$c
net.minecraft.core.RegistrySetBuilder$RegisteredValue,hu$d
net.minecraft.core.RegistrySetBuilder$RegistryBootstrap,hu$e
net.minecraft.core.RegistrySetBuilder$RegistryContents,hu$f
net.minecraft.core.RegistrySetBuilder$RegistryContents$1,hu$f$1
net.minecraft.core.RegistrySetBuilder$RegistryStub,hu$g
net.minecraft.core.RegistrySetBuilder$UniversalLookup,hu$h
net.minecraft.core.RegistrySetBuilder$ValueAndHolder,hu$i
net.minecraft.core.RegistrySynchronization,hv
net.minecraft.core.RegistrySynchronization$NetworkedRegistryData,hv$a
net.minecraft.core.Rotations,hw
net.minecraft.core.SectionPos,hx
net.minecraft.core.SectionPos$1,hx$1
net.minecraft.core.UUIDUtil,hy
net.minecraft.core.Vec3i,hz
net.minecraft.core.WritableRegistry,ia
net.minecraft.core.cauldron.CauldronInteraction,ib
net.minecraft.core.cauldron.package-info,ic
net.minecraft.core.dispenser.AbstractProjectileDispenseBehavior,id
net.minecraft.core.dispenser.BoatDispenseItemBehavior,ie
net.minecraft.core.dispenser.DefaultDispenseItemBehavior,ig
net.minecraft.core.dispenser.DispenseItemBehavior,ih
net.minecraft.core.dispenser.DispenseItemBehavior$1,ih$1
net.minecraft.core.dispenser.DispenseItemBehavior$10,ih$2
net.minecraft.core.dispenser.DispenseItemBehavior$11,ih$3
net.minecraft.core.dispenser.DispenseItemBehavior$12,ih$4
net.minecraft.core.dispenser.DispenseItemBehavior$13,ih$5
net.minecraft.core.dispenser.DispenseItemBehavior$14,ih$6
net.minecraft.core.dispenser.DispenseItemBehavior$15,ih$7
net.minecraft.core.dispenser.DispenseItemBehavior$16,ih$8
net.minecraft.core.dispenser.DispenseItemBehavior$17,ih$9
net.minecraft.core.dispenser.DispenseItemBehavior$18,ih$10
net.minecraft.core.dispenser.DispenseItemBehavior$19,ih$11
net.minecraft.core.dispenser.DispenseItemBehavior$2,ih$12
net.minecraft.core.dispenser.DispenseItemBehavior$20,ih$13
net.minecraft.core.dispenser.DispenseItemBehavior$21,ih$14
net.minecraft.core.dispenser.DispenseItemBehavior$22,ih$15
net.minecraft.core.dispenser.DispenseItemBehavior$23,ih$16
net.minecraft.core.dispenser.DispenseItemBehavior$24,ih$17
net.minecraft.core.dispenser.DispenseItemBehavior$25,ih$18
net.minecraft.core.dispenser.DispenseItemBehavior$26,ih$19
net.minecraft.core.dispenser.DispenseItemBehavior$27,ih$20
net.minecraft.core.dispenser.DispenseItemBehavior$3,ih$21
net.minecraft.core.dispenser.DispenseItemBehavior$4,ih$22
net.minecraft.core.dispenser.DispenseItemBehavior$5,ih$23
net.minecraft.core.dispenser.DispenseItemBehavior$6,ih$24
net.minecraft.core.dispenser.DispenseItemBehavior$7,ih$25
net.minecraft.core.dispenser.DispenseItemBehavior$7$1,ih$25$1
net.minecraft.core.dispenser.DispenseItemBehavior$8,ih$26
net.minecraft.core.dispenser.DispenseItemBehavior$8$1,ih$26$1
net.minecraft.core.dispenser.DispenseItemBehavior$9,ih$27
net.minecraft.core.dispenser.OptionalDispenseItemBehavior,ii
net.minecraft.core.dispenser.ShearsDispenseItemBehavior,ij
net.minecraft.core.dispenser.ShulkerBoxDispenseBehavior,ik
net.minecraft.core.dispenser.package-info,il
net.minecraft.core.package-info,im
net.minecraft.core.particles.BlockParticleOption,in
net.minecraft.core.particles.BlockParticleOption$1,in$1
net.minecraft.core.particles.DustColorTransitionOptions,io
net.minecraft.core.particles.DustColorTransitionOptions$1,io$1
net.minecraft.core.particles.DustParticleOptions,ip
net.minecraft.core.particles.DustParticleOptions$1,ip$1
net.minecraft.core.particles.DustParticleOptionsBase,iq
net.minecraft.core.particles.ItemParticleOption,ir
net.minecraft.core.particles.ItemParticleOption$1,ir$1
net.minecraft.core.particles.ParticleGroup,is
net.minecraft.core.particles.ParticleOptions,it
net.minecraft.core.particles.ParticleOptions$Deserializer,it$a
net.minecraft.core.particles.ParticleType,iu
